Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
3/1/2021	Andrew	Unknown	14
2/28/2021	Andrew	Unknown	1
2/26/2021	Andrew	Unknown	13
2/25/2021	Andrew	Unknown	13
2/24/2021	Andrew	Unknown	1
2/23/2021	Andrew	Unknown	1
2/18/2021	Andrew	Unknown	1
2/17/2021	Andrew	Unknown	8
2/16/2021	Andrew	Unknown	4
2/15/2021	Andrew	Unknown	2
2/13/2021	Andrew	Unknown	1
2/12/2021	Andrew	Unknown	15
2/11/2021	Andrew	Unknown	18
2/10/2021	Andrew	Unknown	1
2/9/2021	Andrew	Unknown	10
2/8/2021	Andrew	Unknown	8
2/5/2021	Andrew	Unknown	6
2/4/2021	Andrew	Unknown	14
2/3/2021	Andrew	Unknown	9
2/2/2021	Andrew	Unknown	13
2/1/2021	Andrew	Unknown	4
1/29/2021	Andrew	Unknown	11
1/28/2021	Andrew	Unknown	13
1/27/2021	Andrew	Unknown	5
1/26/2021	Andrew	Unknown	6
1/25/2021	Andrew	Unknown	3
1/22/2021	Andrew	Unknown	9
1/21/2021	Andrew	Unknown	5
1/20/2021	Andrew	Unknown	12
1/17/2021	Andrew	Unknown	2
1/15/2021	Andrew	Unknown	3
1/14/2021	Andrew	Unknown	11
1/13/2021	Andrew	Unknown	13
1/9/2021	Andrew	Unknown	1
1/7/2021	Andrew	Unknown	1
1/6/2021	Andrew	Unknown	2
1/5/2021	Andrew	Unknown	18
1/4/2021	Andrew	Unknown	21
1/3/2021	Andrew	Unknown	8
1/2/2021	Andrew	Unknown	1
12/31/2020	Andrew	Unknown	1
12/30/2020	Andrew	Unknown	1
12/29/2020	Andrew	Unknown	12
12/28/2020	Andrew	Unknown	8
12/27/2020	Andrew	Unknown	18
12/24/2020	Andrew	Unknown	1
12/23/2020	Andrew	Unknown	8
12/22/2020	Andrew	Unknown	3
12/18/2020	Andrew	Unknown	1
8/24/2021	Andrew	Not Hispanic or Latino	3
8/23/2021	Andrew	Not Hispanic or Latino	8
8/22/2021	Andrew	Not Hispanic or Latino	1
8/21/2021	Andrew	Not Hispanic or Latino	2
8/20/2021	Andrew	Not Hispanic or Latino	19
8/19/2021	Andrew	Not Hispanic or Latino	14
8/18/2021	Andrew	Not Hispanic or Latino	5
8/17/2021	Andrew	Not Hispanic or Latino	19
8/16/2021	Andrew	Not Hispanic or Latino	7
8/15/2021	Andrew	Not Hispanic or Latino	3
8/14/2021	Andrew	Not Hispanic or Latino	11
8/13/2021	Andrew	Not Hispanic or Latino	28
8/12/2021	Andrew	Not Hispanic or Latino	9
8/11/2021	Andrew	Not Hispanic or Latino	6
8/10/2021	Andrew	Not Hispanic or Latino	8
8/9/2021	Andrew	Not Hispanic or Latino	12
8/8/2021	Andrew	Not Hispanic or Latino	3
8/7/2021	Andrew	Not Hispanic or Latino	10
8/6/2021	Andrew	Not Hispanic or Latino	22
8/5/2021	Andrew	Not Hispanic or Latino	15
8/4/2021	Andrew	Not Hispanic or Latino	9
8/3/2021	Andrew	Not Hispanic or Latino	9
8/2/2021	Andrew	Not Hispanic or Latino	12
8/1/2021	Andrew	Not Hispanic or Latino	3
7/31/2021	Andrew	Not Hispanic or Latino	7
7/30/2021	Andrew	Not Hispanic or Latino	20
7/29/2021	Andrew	Not Hispanic or Latino	39
7/28/2021	Andrew	Not Hispanic or Latino	19
7/27/2021	Andrew	Not Hispanic or Latino	19
7/26/2021	Andrew	Not Hispanic or Latino	25
7/25/2021	Andrew	Not Hispanic or Latino	3
7/24/2021	Andrew	Not Hispanic or Latino	7
7/23/2021	Andrew	Not Hispanic or Latino	24
7/22/2021	Andrew	Not Hispanic or Latino	34
7/21/2021	Andrew	Not Hispanic or Latino	14
7/20/2021	Andrew	Not Hispanic or Latino	15
7/19/2021	Andrew	Not Hispanic or Latino	11
7/17/2021	Andrew	Not Hispanic or Latino	8
7/16/2021	Andrew	Not Hispanic or Latino	17
7/15/2021	Andrew	Not Hispanic or Latino	19
7/14/2021	Andrew	Not Hispanic or Latino	9
7/13/2021	Andrew	Not Hispanic or Latino	9
7/12/2021	Andrew	Not Hispanic or Latino	12
7/10/2021	Andrew	Not Hispanic or Latino	13
7/9/2021	Andrew	Not Hispanic or Latino	20
7/8/2021	Andrew	Not Hispanic or Latino	5
7/7/2021	Andrew	Not Hispanic or Latino	10
7/6/2021	Andrew	Not Hispanic or Latino	4
7/5/2021	Andrew	Not Hispanic or Latino	5
7/4/2021	Andrew	Not Hispanic or Latino	1
7/3/2021	Andrew	Not Hispanic or Latino	2
7/2/2021	Andrew	Not Hispanic or Latino	25
7/1/2021	Andrew	Not Hispanic or Latino	21
6/30/2021	Andrew	Not Hispanic or Latino	3
6/29/2021	Andrew	Not Hispanic or Latino	7
6/28/2021	Andrew	Not Hispanic or Latino	6
6/27/2021	Andrew	Not Hispanic or Latino	3
6/26/2021	Andrew	Not Hispanic or Latino	1
6/25/2021	Andrew	Not Hispanic or Latino	21
6/24/2021	Andrew	Not Hispanic or Latino	8
6/23/2021	Andrew	Not Hispanic or Latino	7
6/22/2021	Andrew	Not Hispanic or Latino	23
6/21/2021	Andrew	Not Hispanic or Latino	7
6/20/2021	Andrew	Not Hispanic or Latino	1
6/19/2021	Andrew	Not Hispanic or Latino	4
6/18/2021	Andrew	Not Hispanic or Latino	21
6/17/2021	Andrew	Not Hispanic or Latino	4
6/16/2021	Andrew	Not Hispanic or Latino	6
6/15/2021	Andrew	Not Hispanic or Latino	2
6/14/2021	Andrew	Not Hispanic or Latino	7
6/12/2021	Andrew	Not Hispanic or Latino	1
6/11/2021	Andrew	Not Hispanic or Latino	5
6/10/2021	Andrew	Not Hispanic or Latino	7
6/9/2021	Andrew	Not Hispanic or Latino	5
6/8/2021	Andrew	Not Hispanic or Latino	6
6/7/2021	Andrew	Not Hispanic or Latino	4
6/6/2021	Andrew	Not Hispanic or Latino	3
6/5/2021	Andrew	Not Hispanic or Latino	3
6/4/2021	Andrew	Not Hispanic or Latino	10
6/3/2021	Andrew	Not Hispanic or Latino	2
6/2/2021	Andrew	Not Hispanic or Latino	1
6/1/2021	Andrew	Not Hispanic or Latino	7
5/31/2021	Andrew	Not Hispanic or Latino	1
5/30/2021	Andrew	Not Hispanic or Latino	2
5/29/2021	Andrew	Not Hispanic or Latino	3
5/28/2021	Andrew	Not Hispanic or Latino	12
5/27/2021	Andrew	Not Hispanic or Latino	8
5/26/2021	Andrew	Not Hispanic or Latino	3
5/25/2021	Andrew	Not Hispanic or Latino	12
5/24/2021	Andrew	Not Hispanic or Latino	7
5/23/2021	Andrew	Not Hispanic or Latino	3
5/21/2021	Andrew	Not Hispanic or Latino	24
5/20/2021	Andrew	Not Hispanic or Latino	20
5/19/2021	Andrew	Not Hispanic or Latino	14
5/18/2021	Andrew	Not Hispanic or Latino	9
5/17/2021	Andrew	Not Hispanic or Latino	6
5/16/2021	Andrew	Not Hispanic or Latino	2
5/15/2021	Andrew	Not Hispanic or Latino	7
5/14/2021	Andrew	Not Hispanic or Latino	10
5/13/2021	Andrew	Not Hispanic or Latino	5
5/12/2021	Andrew	Not Hispanic or Latino	3
5/11/2021	Andrew	Not Hispanic or Latino	12
5/10/2021	Andrew	Not Hispanic or Latino	13
5/9/2021	Andrew	Not Hispanic or Latino	2
5/8/2021	Andrew	Not Hispanic or Latino	3
5/7/2021	Andrew	Not Hispanic or Latino	22
5/6/2021	Andrew	Not Hispanic or Latino	6
5/5/2021	Andrew	Not Hispanic or Latino	8
5/4/2021	Andrew	Not Hispanic or Latino	11
5/3/2021	Andrew	Not Hispanic or Latino	5
5/2/2021	Andrew	Not Hispanic or Latino	4
5/1/2021	Andrew	Not Hispanic or Latino	1
4/30/2021	Andrew	Not Hispanic or Latino	7
4/29/2021	Andrew	Not Hispanic or Latino	12
4/28/2021	Andrew	Not Hispanic or Latino	5
4/27/2021	Andrew	Not Hispanic or Latino	12
4/26/2021	Andrew	Not Hispanic or Latino	10
4/23/2021	Andrew	Not Hispanic or Latino	8
4/22/2021	Andrew	Not Hispanic or Latino	8
4/21/2021	Andrew	Not Hispanic or Latino	3
4/20/2021	Andrew	Not Hispanic or Latino	11
4/19/2021	Andrew	Not Hispanic or Latino	7
4/17/2021	Andrew	Not Hispanic or Latino	3
4/16/2021	Andrew	Not Hispanic or Latino	27
4/15/2021	Andrew	Not Hispanic or Latino	24
4/14/2021	Andrew	Not Hispanic or Latino	13
4/13/2021	Andrew	Not Hispanic or Latino	31
4/12/2021	Andrew	Not Hispanic or Latino	32
4/11/2021	Andrew	Not Hispanic or Latino	3
4/10/2021	Andrew	Not Hispanic or Latino	8
4/9/2021	Andrew	Not Hispanic or Latino	31
4/8/2021	Andrew	Not Hispanic or Latino	54
4/7/2021	Andrew	Not Hispanic or Latino	49
4/6/2021	Andrew	Not Hispanic or Latino	50
4/5/2021	Andrew	Not Hispanic or Latino	21
4/3/2021	Andrew	Not Hispanic or Latino	27
4/2/2021	Andrew	Not Hispanic or Latino	56
4/1/2021	Andrew	Not Hispanic or Latino	29
3/31/2021	Andrew	Not Hispanic or Latino	25
3/30/2021	Andrew	Not Hispanic or Latino	61
3/29/2021	Andrew	Not Hispanic or Latino	14
3/28/2021	Andrew	Not Hispanic or Latino	2
3/27/2021	Andrew	Not Hispanic or Latino	12
3/26/2021	Andrew	Not Hispanic or Latino	45
3/25/2021	Andrew	Not Hispanic or Latino	32
3/24/2021	Andrew	Not Hispanic or Latino	44
3/23/2021	Andrew	Not Hispanic or Latino	49
3/22/2021	Andrew	Not Hispanic or Latino	16
3/20/2021	Andrew	Not Hispanic or Latino	5
3/19/2021	Andrew	Not Hispanic or Latino	65
3/18/2021	Andrew	Not Hispanic or Latino	78
3/17/2021	Andrew	Not Hispanic or Latino	33
3/16/2021	Andrew	Not Hispanic or Latino	71
3/15/2021	Andrew	Not Hispanic or Latino	43
3/13/2021	Andrew	Not Hispanic or Latino	6
3/12/2021	Andrew	Not Hispanic or Latino	88
3/11/2021	Andrew	Not Hispanic or Latino	28
3/10/2021	Andrew	Not Hispanic or Latino	43
3/9/2021	Andrew	Not Hispanic or Latino	47
3/8/2021	Andrew	Not Hispanic or Latino	22
3/7/2021	Andrew	Not Hispanic or Latino	2
3/6/2021	Andrew	Not Hispanic or Latino	27
3/5/2021	Andrew	Not Hispanic or Latino	73
3/4/2021	Andrew	Not Hispanic or Latino	53
3/3/2021	Andrew	Not Hispanic or Latino	36
3/2/2021	Andrew	Not Hispanic or Latino	32
3/1/2021	Andrew	Not Hispanic or Latino	51
2/28/2021	Andrew	Not Hispanic or Latino	1
2/27/2021	Andrew	Not Hispanic or Latino	8
2/26/2021	Andrew	Not Hispanic or Latino	34
2/25/2021	Andrew	Not Hispanic or Latino	17
2/24/2021	Andrew	Not Hispanic or Latino	5
2/23/2021	Andrew	Not Hispanic or Latino	6
2/22/2021	Andrew	Not Hispanic or Latino	14
2/20/2021	Andrew	Not Hispanic or Latino	3
2/18/2021	Andrew	Not Hispanic or Latino	6
2/17/2021	Andrew	Not Hispanic or Latino	12
2/16/2021	Andrew	Not Hispanic or Latino	5
2/15/2021	Andrew	Not Hispanic or Latino	5
2/14/2021	Andrew	Not Hispanic or Latino	1
2/13/2021	Andrew	Not Hispanic or Latino	19
2/12/2021	Andrew	Not Hispanic or Latino	44
2/11/2021	Andrew	Not Hispanic or Latino	65
2/10/2021	Andrew	Not Hispanic or Latino	8
2/9/2021	Andrew	Not Hispanic or Latino	10
2/8/2021	Andrew	Not Hispanic or Latino	11
2/7/2021	Andrew	Not Hispanic or Latino	2
2/6/2021	Andrew	Not Hispanic or Latino	4
2/5/2021	Andrew	Not Hispanic or Latino	50
2/4/2021	Andrew	Not Hispanic or Latino	40
2/3/2021	Andrew	Not Hispanic or Latino	51
2/2/2021	Andrew	Not Hispanic or Latino	156
2/1/2021	Andrew	Not Hispanic or Latino	11
1/31/2021	Andrew	Not Hispanic or Latino	111
1/30/2021	Andrew	Not Hispanic or Latino	1
1/29/2021	Andrew	Not Hispanic or Latino	642
1/28/2021	Andrew	Not Hispanic or Latino	19
1/27/2021	Andrew	Not Hispanic or Latino	9
1/26/2021	Andrew	Not Hispanic or Latino	16
1/25/2021	Andrew	Not Hispanic or Latino	8
1/23/2021	Andrew	Not Hispanic or Latino	5
1/22/2021	Andrew	Not Hispanic or Latino	17
1/21/2021	Andrew	Not Hispanic or Latino	16
1/20/2021	Andrew	Not Hispanic or Latino	16
1/19/2021	Andrew	Not Hispanic or Latino	10
1/18/2021	Andrew	Not Hispanic or Latino	6
1/17/2021	Andrew	Not Hispanic or Latino	7
1/16/2021	Andrew	Not Hispanic or Latino	5
1/15/2021	Andrew	Not Hispanic or Latino	19
1/14/2021	Andrew	Not Hispanic or Latino	21
1/13/2021	Andrew	Not Hispanic or Latino	80
1/12/2021	Andrew	Not Hispanic or Latino	12
1/11/2021	Andrew	Not Hispanic or Latino	2
1/10/2021	Andrew	Not Hispanic or Latino	1
1/9/2021	Andrew	Not Hispanic or Latino	1
1/8/2021	Andrew	Not Hispanic or Latino	8
1/7/2021	Andrew	Not Hispanic or Latino	4
1/6/2021	Andrew	Not Hispanic or Latino	24
1/5/2021	Andrew	Not Hispanic or Latino	28
1/4/2021	Andrew	Not Hispanic or Latino	28
1/3/2021	Andrew	Not Hispanic or Latino	10
1/2/2021	Andrew	Not Hispanic or Latino	2
1/1/2021	Andrew	Not Hispanic or Latino	1
12/31/2020	Andrew	Not Hispanic or Latino	15
12/30/2020	Andrew	Not Hispanic or Latino	13
12/29/2020	Andrew	Not Hispanic or Latino	28
12/28/2020	Andrew	Not Hispanic or Latino	57
12/27/2020	Andrew	Not Hispanic or Latino	16
12/23/2020	Andrew	Not Hispanic or Latino	27
12/22/2020	Andrew	Not Hispanic or Latino	14
12/21/2020	Andrew	Not Hispanic or Latino	1
12/18/2020	Andrew	Not Hispanic or Latino	1
8/24/2021	Andrew	Hispanic or Latino	1
8/21/2021	Andrew	Hispanic or Latino	3
8/14/2021	Andrew	Hispanic or Latino	1
8/12/2021	Andrew	Hispanic or Latino	1
8/10/2021	Andrew	Hispanic or Latino	1
8/5/2021	Andrew	Hispanic or Latino	1
7/28/2021	Andrew	Hispanic or Latino	3
7/27/2021	Andrew	Hispanic or Latino	1
7/23/2021	Andrew	Hispanic or Latino	2
7/17/2021	Andrew	Hispanic or Latino	1
7/15/2021	Andrew	Hispanic or Latino	1
6/28/2021	Andrew	Hispanic or Latino	1
6/25/2021	Andrew	Hispanic or Latino	1
6/3/2021	Andrew	Hispanic or Latino	2
5/25/2021	Andrew	Hispanic or Latino	1
5/24/2021	Andrew	Hispanic or Latino	1
5/18/2021	Andrew	Hispanic or Latino	1
5/17/2021	Andrew	Hispanic or Latino	1
5/13/2021	Andrew	Hispanic or Latino	2
5/7/2021	Andrew	Hispanic or Latino	1
5/6/2021	Andrew	Hispanic or Latino	1
5/4/2021	Andrew	Hispanic or Latino	1
4/28/2021	Andrew	Hispanic or Latino	1
4/16/2021	Andrew	Hispanic or Latino	3
4/15/2021	Andrew	Hispanic or Latino	1
4/14/2021	Andrew	Hispanic or Latino	1
4/9/2021	Andrew	Hispanic or Latino	1
4/8/2021	Andrew	Hispanic or Latino	1
4/7/2021	Andrew	Hispanic or Latino	3
4/5/2021	Andrew	Hispanic or Latino	2
4/1/2021	Andrew	Hispanic or Latino	1
3/31/2021	Andrew	Hispanic or Latino	1
3/30/2021	Andrew	Hispanic or Latino	1
3/26/2021	Andrew	Hispanic or Latino	1
3/25/2021	Andrew	Hispanic or Latino	3
3/24/2021	Andrew	Hispanic or Latino	2
3/22/2021	Andrew	Hispanic or Latino	1
3/18/2021	Andrew	Hispanic or Latino	1
3/17/2021	Andrew	Hispanic or Latino	1
3/15/2021	Andrew	Hispanic or Latino	1
3/9/2021	Andrew	Hispanic or Latino	1
3/8/2021	Andrew	Hispanic or Latino	1
3/5/2021	Andrew	Hispanic or Latino	1
3/4/2021	Andrew	Hispanic or Latino	1
3/3/2021	Andrew	Hispanic or Latino	2
3/1/2021	Andrew	Hispanic or Latino	4
2/15/2021	Andrew	Hispanic or Latino	1
2/14/2021	Andrew	Hispanic or Latino	1
2/9/2021	Andrew	Hispanic or Latino	1
1/29/2021	Andrew	Hispanic or Latino	1
1/27/2021	Andrew	Hispanic or Latino	1
1/22/2021	Andrew	Hispanic or Latino	1
1/21/2021	Andrew	Hispanic or Latino	1
1/14/2021	Andrew	Hispanic or Latino	1
1/5/2021	Andrew	Hispanic or Latino	1
1/4/2021	Andrew	Hispanic or Latino	2
12/31/2020	Andrew	Hispanic or Latino	1
12/29/2020	Andrew	Hispanic or Latino	1
12/28/2020	Andrew	Hispanic or Latino	1
8/24/2021	Atchison	Unknown	1
8/23/2021	Atchison	Unknown	2
8/19/2021	Atchison	Unknown	1
8/18/2021	Atchison	Unknown	2
8/16/2021	Atchison	Unknown	2
8/12/2021	Atchison	Unknown	2
8/11/2021	Atchison	Unknown	4
8/10/2021	Atchison	Unknown	2
8/9/2021	Atchison	Unknown	2
8/6/2021	Atchison	Unknown	2
8/5/2021	Atchison	Unknown	3
8/4/2021	Atchison	Unknown	5
8/3/2021	Atchison	Unknown	1
7/29/2021	Atchison	Unknown	5
7/28/2021	Atchison	Unknown	1
7/27/2021	Atchison	Unknown	1
7/22/2021	Atchison	Unknown	1
7/21/2021	Atchison	Unknown	1
7/20/2021	Atchison	Unknown	3
7/15/2021	Atchison	Unknown	1
7/8/2021	Atchison	Unknown	2
7/6/2021	Atchison	Unknown	1
7/2/2021	Atchison	Unknown	1
7/1/2021	Atchison	Unknown	2
6/30/2021	Atchison	Unknown	1
6/29/2021	Atchison	Unknown	1
6/28/2021	Atchison	Unknown	2
6/23/2021	Atchison	Unknown	1
6/22/2021	Atchison	Unknown	3
6/17/2021	Atchison	Unknown	3
6/16/2021	Atchison	Unknown	2
6/10/2021	Atchison	Unknown	1
6/7/2021	Atchison	Unknown	1
6/4/2021	Atchison	Unknown	1
6/3/2021	Atchison	Unknown	1
5/27/2021	Atchison	Unknown	2
5/25/2021	Atchison	Unknown	3
5/24/2021	Atchison	Unknown	1
5/19/2021	Atchison	Unknown	1
5/18/2021	Atchison	Unknown	4
5/14/2021	Atchison	Unknown	1
5/13/2021	Atchison	Unknown	2
5/10/2021	Atchison	Unknown	1
5/7/2021	Atchison	Unknown	1
5/4/2021	Atchison	Unknown	3
5/1/2021	Atchison	Unknown	1
4/29/2021	Atchison	Unknown	4
4/19/2021	Atchison	Unknown	1
4/16/2021	Atchison	Unknown	6
4/15/2021	Atchison	Unknown	1
4/12/2021	Atchison	Unknown	19
4/8/2021	Atchison	Unknown	3
4/7/2021	Atchison	Unknown	1
4/6/2021	Atchison	Unknown	2
4/3/2021	Atchison	Unknown	2
4/1/2021	Atchison	Unknown	9
3/31/2021	Atchison	Unknown	5
3/30/2021	Atchison	Unknown	3
3/29/2021	Atchison	Unknown	9
3/25/2021	Atchison	Unknown	6
3/24/2021	Atchison	Unknown	2
3/23/2021	Atchison	Unknown	7
3/22/2021	Atchison	Unknown	6
3/20/2021	Atchison	Unknown	2
3/18/2021	Atchison	Unknown	51
3/15/2021	Atchison	Unknown	2
3/12/2021	Atchison	Unknown	12
3/11/2021	Atchison	Unknown	14
3/8/2021	Atchison	Unknown	1
3/5/2021	Atchison	Unknown	1
3/4/2021	Atchison	Unknown	16
3/1/2021	Atchison	Unknown	1
2/26/2021	Atchison	Unknown	2
2/25/2021	Atchison	Unknown	7
2/11/2021	Atchison	Unknown	42
2/8/2021	Atchison	Unknown	11
2/6/2021	Atchison	Unknown	4
2/4/2021	Atchison	Unknown	25
2/3/2021	Atchison	Unknown	20
1/29/2021	Atchison	Unknown	5
1/28/2021	Atchison	Unknown	13
1/16/2021	Atchison	Unknown	1
1/13/2021	Atchison	Unknown	2
1/2/2021	Atchison	Unknown	3
12/31/2020	Atchison	Unknown	13
12/28/2020	Atchison	Unknown	4
12/23/2020	Atchison	Unknown	7
12/17/2020	Atchison	Unknown	1
8/24/2021	Atchison	Not Hispanic or Latino	4
8/23/2021	Atchison	Not Hispanic or Latino	9
8/22/2021	Atchison	Not Hispanic or Latino	1
8/21/2021	Atchison	Not Hispanic or Latino	3
8/20/2021	Atchison	Not Hispanic or Latino	5
8/19/2021	Atchison	Not Hispanic or Latino	7
8/18/2021	Atchison	Not Hispanic or Latino	14
8/17/2021	Atchison	Not Hispanic or Latino	7
8/16/2021	Atchison	Not Hispanic or Latino	8
8/13/2021	Atchison	Not Hispanic or Latino	3
8/12/2021	Atchison	Not Hispanic or Latino	11
8/11/2021	Atchison	Not Hispanic or Latino	6
8/10/2021	Atchison	Not Hispanic or Latino	4
8/9/2021	Atchison	Not Hispanic or Latino	6
8/6/2021	Atchison	Not Hispanic or Latino	1
8/5/2021	Atchison	Not Hispanic or Latino	12
8/3/2021	Atchison	Not Hispanic or Latino	9
8/2/2021	Atchison	Not Hispanic or Latino	6
8/1/2021	Atchison	Not Hispanic or Latino	1
7/30/2021	Atchison	Not Hispanic or Latino	1
7/29/2021	Atchison	Not Hispanic or Latino	14
7/28/2021	Atchison	Not Hispanic or Latino	5
7/27/2021	Atchison	Not Hispanic or Latino	6
7/26/2021	Atchison	Not Hispanic or Latino	5
7/23/2021	Atchison	Not Hispanic or Latino	7
7/22/2021	Atchison	Not Hispanic or Latino	8
7/21/2021	Atchison	Not Hispanic or Latino	6
7/20/2021	Atchison	Not Hispanic or Latino	4
7/19/2021	Atchison	Not Hispanic or Latino	1
7/15/2021	Atchison	Not Hispanic or Latino	2
7/14/2021	Atchison	Not Hispanic or Latino	3
7/13/2021	Atchison	Not Hispanic or Latino	10
7/12/2021	Atchison	Not Hispanic or Latino	1
7/9/2021	Atchison	Not Hispanic or Latino	1
7/8/2021	Atchison	Not Hispanic or Latino	6
7/7/2021	Atchison	Not Hispanic or Latino	3
7/6/2021	Atchison	Not Hispanic or Latino	8
7/3/2021	Atchison	Not Hispanic or Latino	1
7/2/2021	Atchison	Not Hispanic or Latino	1
7/1/2021	Atchison	Not Hispanic or Latino	1
6/30/2021	Atchison	Not Hispanic or Latino	5
6/29/2021	Atchison	Not Hispanic or Latino	18
6/28/2021	Atchison	Not Hispanic or Latino	5
6/27/2021	Atchison	Not Hispanic or Latino	1
6/25/2021	Atchison	Not Hispanic or Latino	1
6/24/2021	Atchison	Not Hispanic or Latino	2
6/23/2021	Atchison	Not Hispanic or Latino	12
6/18/2021	Atchison	Not Hispanic or Latino	1
6/17/2021	Atchison	Not Hispanic or Latino	1
6/11/2021	Atchison	Not Hispanic or Latino	1
6/8/2021	Atchison	Not Hispanic or Latino	3
6/7/2021	Atchison	Not Hispanic or Latino	3
6/5/2021	Atchison	Not Hispanic or Latino	1
6/4/2021	Atchison	Not Hispanic or Latino	1
6/3/2021	Atchison	Not Hispanic or Latino	4
6/2/2021	Atchison	Not Hispanic or Latino	1
6/1/2021	Atchison	Not Hispanic or Latino	2
5/28/2021	Atchison	Not Hispanic or Latino	1
5/27/2021	Atchison	Not Hispanic or Latino	2
5/26/2021	Atchison	Not Hispanic or Latino	5
5/25/2021	Atchison	Not Hispanic or Latino	6
5/24/2021	Atchison	Not Hispanic or Latino	6
5/23/2021	Atchison	Not Hispanic or Latino	2
5/20/2021	Atchison	Not Hispanic or Latino	4
5/19/2021	Atchison	Not Hispanic or Latino	3
5/18/2021	Atchison	Not Hispanic or Latino	11
5/17/2021	Atchison	Not Hispanic or Latino	3
5/15/2021	Atchison	Not Hispanic or Latino	2
5/14/2021	Atchison	Not Hispanic or Latino	1
5/13/2021	Atchison	Not Hispanic or Latino	3
5/11/2021	Atchison	Not Hispanic or Latino	1
5/10/2021	Atchison	Not Hispanic or Latino	7
5/7/2021	Atchison	Not Hispanic or Latino	4
5/6/2021	Atchison	Not Hispanic or Latino	4
5/4/2021	Atchison	Not Hispanic or Latino	1
5/3/2021	Atchison	Not Hispanic or Latino	4
4/29/2021	Atchison	Not Hispanic or Latino	5
4/28/2021	Atchison	Not Hispanic or Latino	5
4/27/2021	Atchison	Not Hispanic or Latino	1
4/26/2021	Atchison	Not Hispanic or Latino	3
4/22/2021	Atchison	Not Hispanic or Latino	1
4/21/2021	Atchison	Not Hispanic or Latino	6
4/20/2021	Atchison	Not Hispanic or Latino	3
4/19/2021	Atchison	Not Hispanic or Latino	4
4/17/2021	Atchison	Not Hispanic or Latino	2
4/16/2021	Atchison	Not Hispanic or Latino	11
4/15/2021	Atchison	Not Hispanic or Latino	1
4/13/2021	Atchison	Not Hispanic or Latino	3
4/12/2021	Atchison	Not Hispanic or Latino	46
4/10/2021	Atchison	Not Hispanic or Latino	1
4/9/2021	Atchison	Not Hispanic or Latino	4
4/8/2021	Atchison	Not Hispanic or Latino	7
4/7/2021	Atchison	Not Hispanic or Latino	14
4/6/2021	Atchison	Not Hispanic or Latino	8
4/5/2021	Atchison	Not Hispanic or Latino	14
4/3/2021	Atchison	Not Hispanic or Latino	9
4/2/2021	Atchison	Not Hispanic or Latino	4
4/1/2021	Atchison	Not Hispanic or Latino	11
3/31/2021	Atchison	Not Hispanic or Latino	3
3/30/2021	Atchison	Not Hispanic or Latino	11
3/29/2021	Atchison	Not Hispanic or Latino	27
3/27/2021	Atchison	Not Hispanic or Latino	5
3/26/2021	Atchison	Not Hispanic or Latino	13
3/25/2021	Atchison	Not Hispanic or Latino	12
3/24/2021	Atchison	Not Hispanic or Latino	14
3/23/2021	Atchison	Not Hispanic or Latino	18
3/22/2021	Atchison	Not Hispanic or Latino	26
3/20/2021	Atchison	Not Hispanic or Latino	6
3/19/2021	Atchison	Not Hispanic or Latino	17
3/18/2021	Atchison	Not Hispanic or Latino	115
3/17/2021	Atchison	Not Hispanic or Latino	19
3/16/2021	Atchison	Not Hispanic or Latino	21
3/15/2021	Atchison	Not Hispanic or Latino	26
3/12/2021	Atchison	Not Hispanic or Latino	15
3/11/2021	Atchison	Not Hispanic or Latino	25
3/10/2021	Atchison	Not Hispanic or Latino	2
3/9/2021	Atchison	Not Hispanic or Latino	1
3/8/2021	Atchison	Not Hispanic or Latino	29
3/6/2021	Atchison	Not Hispanic or Latino	2
3/5/2021	Atchison	Not Hispanic or Latino	1
3/4/2021	Atchison	Not Hispanic or Latino	27
3/3/2021	Atchison	Not Hispanic or Latino	4
3/2/2021	Atchison	Not Hispanic or Latino	1
3/1/2021	Atchison	Not Hispanic or Latino	4
2/28/2021	Atchison	Not Hispanic or Latino	1
2/26/2021	Atchison	Not Hispanic or Latino	35
2/25/2021	Atchison	Not Hispanic or Latino	32
2/24/2021	Atchison	Not Hispanic or Latino	2
2/22/2021	Atchison	Not Hispanic or Latino	6
2/19/2021	Atchison	Not Hispanic or Latino	2
2/17/2021	Atchison	Not Hispanic or Latino	3
2/13/2021	Atchison	Not Hispanic or Latino	2
2/11/2021	Atchison	Not Hispanic or Latino	133
2/9/2021	Atchison	Not Hispanic or Latino	8
2/8/2021	Atchison	Not Hispanic or Latino	45
2/6/2021	Atchison	Not Hispanic or Latino	5
2/4/2021	Atchison	Not Hispanic or Latino	126
