Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
5/3/2021	Andrew	Not Hispanic or Latino	16
5/1/2021	Andrew	Not Hispanic or Latino	7
4/30/2021	Andrew	Not Hispanic or Latino	47
4/29/2021	Andrew	Not Hispanic or Latino	34
4/28/2021	Andrew	Not Hispanic or Latino	18
4/27/2021	Andrew	Not Hispanic or Latino	31
4/26/2021	Andrew	Not Hispanic or Latino	9
4/25/2021	Andrew	Not Hispanic or Latino	1
4/24/2021	Andrew	Not Hispanic or Latino	10
4/23/2021	Andrew	Not Hispanic or Latino	51
4/22/2021	Andrew	Not Hispanic or Latino	30
4/21/2021	Andrew	Not Hispanic or Latino	17
4/20/2021	Andrew	Not Hispanic or Latino	58
4/19/2021	Andrew	Not Hispanic or Latino	9
4/17/2021	Andrew	Not Hispanic or Latino	4
4/16/2021	Andrew	Not Hispanic or Latino	103
4/15/2021	Andrew	Not Hispanic or Latino	36
4/14/2021	Andrew	Not Hispanic or Latino	70
4/13/2021	Andrew	Not Hispanic or Latino	45
4/12/2021	Andrew	Not Hispanic or Latino	43
4/10/2021	Andrew	Not Hispanic or Latino	12
4/9/2021	Andrew	Not Hispanic or Latino	83
4/8/2021	Andrew	Not Hispanic or Latino	29
4/7/2021	Andrew	Not Hispanic or Latino	35
4/6/2021	Andrew	Not Hispanic or Latino	55
4/5/2021	Andrew	Not Hispanic or Latino	21
4/3/2021	Andrew	Not Hispanic or Latino	30
4/2/2021	Andrew	Not Hispanic or Latino	108
4/1/2021	Andrew	Not Hispanic or Latino	26
3/31/2021	Andrew	Not Hispanic or Latino	30
3/30/2021	Andrew	Not Hispanic or Latino	65
3/29/2021	Andrew	Not Hispanic or Latino	25
3/27/2021	Andrew	Not Hispanic or Latino	7
3/26/2021	Andrew	Not Hispanic or Latino	22
3/25/2021	Andrew	Not Hispanic or Latino	20
3/24/2021	Andrew	Not Hispanic or Latino	6
3/23/2021	Andrew	Not Hispanic or Latino	5
3/22/2021	Andrew	Not Hispanic or Latino	6
3/21/2021	Andrew	Not Hispanic or Latino	1
3/20/2021	Andrew	Not Hispanic or Latino	3
3/19/2021	Andrew	Not Hispanic or Latino	13
3/18/2021	Andrew	Not Hispanic or Latino	10
3/17/2021	Andrew	Not Hispanic or Latino	18
3/16/2021	Andrew	Not Hispanic or Latino	18
3/15/2021	Andrew	Not Hispanic or Latino	18
3/14/2021	Andrew	Not Hispanic or Latino	1
3/13/2021	Andrew	Not Hispanic or Latino	20
3/12/2021	Andrew	Not Hispanic or Latino	40
3/11/2021	Andrew	Not Hispanic or Latino	24
3/10/2021	Andrew	Not Hispanic or Latino	34
3/9/2021	Andrew	Not Hispanic or Latino	93
3/8/2021	Andrew	Not Hispanic or Latino	10
3/7/2021	Andrew	Not Hispanic or Latino	1
3/6/2021	Andrew	Not Hispanic or Latino	20
3/5/2021	Andrew	Not Hispanic or Latino	46
3/4/2021	Andrew	Not Hispanic or Latino	33
3/3/2021	Andrew	Not Hispanic or Latino	51
3/2/2021	Andrew	Not Hispanic or Latino	47
3/1/2021	Andrew	Not Hispanic or Latino	6
2/27/2021	Andrew	Not Hispanic or Latino	1
2/26/2021	Andrew	Not Hispanic or Latino	109
2/25/2021	Andrew	Not Hispanic or Latino	23
2/24/2021	Andrew	Not Hispanic or Latino	17
2/23/2021	Andrew	Not Hispanic or Latino	18
2/22/2021	Andrew	Not Hispanic or Latino	689
2/21/2021	Andrew	Not Hispanic or Latino	2
2/20/2021	Andrew	Not Hispanic or Latino	3
2/19/2021	Andrew	Not Hispanic or Latino	20
2/18/2021	Andrew	Not Hispanic or Latino	13
2/17/2021	Andrew	Not Hispanic or Latino	10
2/16/2021	Andrew	Not Hispanic or Latino	17
2/15/2021	Andrew	Not Hispanic or Latino	7
2/14/2021	Andrew	Not Hispanic or Latino	2
2/13/2021	Andrew	Not Hispanic or Latino	1
2/12/2021	Andrew	Not Hispanic or Latino	15
2/11/2021	Andrew	Not Hispanic or Latino	34
2/10/2021	Andrew	Not Hispanic or Latino	65
2/9/2021	Andrew	Not Hispanic or Latino	9
2/8/2021	Andrew	Not Hispanic or Latino	2
2/7/2021	Andrew	Not Hispanic or Latino	2
2/6/2021	Andrew	Not Hispanic or Latino	1
2/5/2021	Andrew	Not Hispanic or Latino	28
2/4/2021	Andrew	Not Hispanic or Latino	8
2/3/2021	Andrew	Not Hispanic or Latino	35
2/2/2021	Andrew	Not Hispanic or Latino	10
2/1/2021	Andrew	Not Hispanic or Latino	14
1/31/2021	Andrew	Not Hispanic or Latino	16
1/30/2021	Andrew	Not Hispanic or Latino	3
1/29/2021	Andrew	Not Hispanic or Latino	10
1/28/2021	Andrew	Not Hispanic or Latino	37
1/27/2021	Andrew	Not Hispanic or Latino	25
1/26/2021	Andrew	Not Hispanic or Latino	29
1/25/2021	Andrew	Not Hispanic or Latino	24
1/22/2021	Andrew	Not Hispanic or Latino	8
1/21/2021	Andrew	Not Hispanic or Latino	19
1/20/2021	Andrew	Not Hispanic or Latino	36
1/15/2021	Andrew	Not Hispanic or Latino	7
1/14/2021	Andrew	Not Hispanic or Latino	2
1/13/2021	Andrew	Not Hispanic or Latino	11
1/12/2021	Andrew	Not Hispanic or Latino	2
1/11/2021	Andrew	Not Hispanic or Latino	2
7/20/2021	Andrew	Hispanic or Latino	1
7/16/2021	Andrew	Hispanic or Latino	1
6/24/2021	Andrew	Hispanic or Latino	2
6/15/2021	Andrew	Hispanic or Latino	1
6/7/2021	Andrew	Hispanic or Latino	1
6/4/2021	Andrew	Hispanic or Latino	1
6/3/2021	Andrew	Hispanic or Latino	3
6/1/2021	Andrew	Hispanic or Latino	1
5/25/2021	Andrew	Hispanic or Latino	2
5/21/2021	Andrew	Hispanic or Latino	1
5/7/2021	Andrew	Hispanic or Latino	4
5/6/2021	Andrew	Hispanic or Latino	1
5/4/2021	Andrew	Hispanic or Latino	1
5/3/2021	Andrew	Hispanic or Latino	2
4/28/2021	Andrew	Hispanic or Latino	1
4/23/2021	Andrew	Hispanic or Latino	1
4/22/2021	Andrew	Hispanic or Latino	2
4/21/2021	Andrew	Hispanic or Latino	2
4/19/2021	Andrew	Hispanic or Latino	1
4/16/2021	Andrew	Hispanic or Latino	2
4/15/2021	Andrew	Hispanic or Latino	2
4/14/2021	Andrew	Hispanic or Latino	2
4/7/2021	Andrew	Hispanic or Latino	2
4/2/2021	Andrew	Hispanic or Latino	1
3/30/2021	Andrew	Hispanic or Latino	1
3/29/2021	Andrew	Hispanic or Latino	2
3/25/2021	Andrew	Hispanic or Latino	1
3/24/2021	Andrew	Hispanic or Latino	1
3/16/2021	Andrew	Hispanic or Latino	1
3/14/2021	Andrew	Hispanic or Latino	1
3/10/2021	Andrew	Hispanic or Latino	1
3/8/2021	Andrew	Hispanic or Latino	1
3/3/2021	Andrew	Hispanic or Latino	1
2/24/2021	Andrew	Hispanic or Latino	1
2/22/2021	Andrew	Hispanic or Latino	1
2/12/2021	Andrew	Hispanic or Latino	1
2/11/2021	Andrew	Hispanic or Latino	1
2/5/2021	Andrew	Hispanic or Latino	1
2/3/2021	Andrew	Hispanic or Latino	1
2/1/2021	Andrew	Hispanic or Latino	1
1/29/2021	Andrew	Hispanic or Latino	1
1/28/2021	Andrew	Hispanic or Latino	1
1/27/2021	Andrew	Hispanic or Latino	1
1/21/2021	Andrew	Hispanic or Latino	1
7/21/2021	Atchison	Unknown	2
7/20/2021	Atchison	Unknown	3
7/19/2021	Atchison	Unknown	2
7/15/2021	Atchison	Unknown	1
7/14/2021	Atchison	Unknown	1
7/8/2021	Atchison	Unknown	2
7/7/2021	Atchison	Unknown	1
6/30/2021	Atchison	Unknown	1
6/22/2021	Atchison	Unknown	4
6/17/2021	Atchison	Unknown	4
6/16/2021	Atchison	Unknown	2
6/14/2021	Atchison	Unknown	1
6/11/2021	Atchison	Unknown	1
6/10/2021	Atchison	Unknown	1
6/7/2021	Atchison	Unknown	1
6/4/2021	Atchison	Unknown	1
6/3/2021	Atchison	Unknown	1
5/27/2021	Atchison	Unknown	2
5/25/2021	Atchison	Unknown	3
5/24/2021	Atchison	Unknown	1
5/18/2021	Atchison	Unknown	3
5/14/2021	Atchison	Unknown	5
5/13/2021	Atchison	Unknown	2
5/10/2021	Atchison	Unknown	20
5/6/2021	Atchison	Unknown	1
5/4/2021	Atchison	Unknown	3
5/1/2021	Atchison	Unknown	2
4/29/2021	Atchison	Unknown	6
4/26/2021	Atchison	Unknown	4
4/23/2021	Atchison	Unknown	1
4/22/2021	Atchison	Unknown	6
4/21/2021	Atchison	Unknown	3
4/20/2021	Atchison	Unknown	5
4/19/2021	Atchison	Unknown	5
4/17/2021	Atchison	Unknown	1
4/16/2021	Atchison	Unknown	1
4/15/2021	Atchison	Unknown	1
4/12/2021	Atchison	Unknown	11
4/9/2021	Atchison	Unknown	5
4/8/2021	Atchison	Unknown	17
4/7/2021	Atchison	Unknown	3
4/6/2021	Atchison	Unknown	2
4/5/2021	Atchison	Unknown	1
4/1/2021	Atchison	Unknown	14
3/31/2021	Atchison	Unknown	4
3/30/2021	Atchison	Unknown	4
3/29/2021	Atchison	Unknown	4
3/25/2021	Atchison	Unknown	7
3/23/2021	Atchison	Unknown	1
3/22/2021	Atchison	Unknown	1
3/19/2021	Atchison	Unknown	2
3/18/2021	Atchison	Unknown	50
3/11/2021	Atchison	Unknown	41
3/8/2021	Atchison	Unknown	10
3/6/2021	Atchison	Unknown	3
3/5/2021	Atchison	Unknown	1
3/4/2021	Atchison	Unknown	23
3/3/2021	Atchison	Unknown	18
2/26/2021	Atchison	Unknown	1
2/25/2021	Atchison	Unknown	13
2/6/2021	Atchison	Unknown	1
2/3/2021	Atchison	Unknown	2
1/29/2021	Atchison	Unknown	16
1/28/2021	Atchison	Unknown	3
1/20/2021	Atchison	Unknown	7
1/5/2021	Atchison	Unknown	1
7/26/2021	Atchison	Not Hispanic or Latino	4
7/22/2021	Atchison	Not Hispanic or Latino	1
7/21/2021	Atchison	Not Hispanic or Latino	11
7/20/2021	Atchison	Not Hispanic or Latino	3
7/19/2021	Atchison	Not Hispanic or Latino	1
7/18/2021	Atchison	Not Hispanic or Latino	1
7/15/2021	Atchison	Not Hispanic or Latino	1
7/14/2021	Atchison	Not Hispanic or Latino	7
7/13/2021	Atchison	Not Hispanic or Latino	1
7/8/2021	Atchison	Not Hispanic or Latino	2
7/6/2021	Atchison	Not Hispanic or Latino	2
7/2/2021	Atchison	Not Hispanic or Latino	2
7/1/2021	Atchison	Not Hispanic or Latino	3
6/29/2021	Atchison	Not Hispanic or Latino	2
6/28/2021	Atchison	Not Hispanic or Latino	2
6/24/2021	Atchison	Not Hispanic or Latino	4
6/23/2021	Atchison	Not Hispanic or Latino	2
6/22/2021	Atchison	Not Hispanic or Latino	5
6/21/2021	Atchison	Not Hispanic or Latino	2
6/20/2021	Atchison	Not Hispanic or Latino	2
6/17/2021	Atchison	Not Hispanic or Latino	3
6/16/2021	Atchison	Not Hispanic or Latino	1
6/15/2021	Atchison	Not Hispanic or Latino	1
6/11/2021	Atchison	Not Hispanic or Latino	2
6/9/2021	Atchison	Not Hispanic or Latino	2
6/8/2021	Atchison	Not Hispanic or Latino	5
6/7/2021	Atchison	Not Hispanic or Latino	6
6/6/2021	Atchison	Not Hispanic or Latino	2
6/4/2021	Atchison	Not Hispanic or Latino	3
6/3/2021	Atchison	Not Hispanic or Latino	3
6/2/2021	Atchison	Not Hispanic or Latino	1
6/1/2021	Atchison	Not Hispanic or Latino	4
5/27/2021	Atchison	Not Hispanic or Latino	4
5/26/2021	Atchison	Not Hispanic or Latino	6
5/25/2021	Atchison	Not Hispanic or Latino	2
5/24/2021	Atchison	Not Hispanic or Latino	6
5/21/2021	Atchison	Not Hispanic or Latino	1
5/20/2021	Atchison	Not Hispanic or Latino	4
5/18/2021	Atchison	Not Hispanic or Latino	10
5/17/2021	Atchison	Not Hispanic or Latino	9
5/14/2021	Atchison	Not Hispanic or Latino	8
5/13/2021	Atchison	Not Hispanic or Latino	4
5/12/2021	Atchison	Not Hispanic or Latino	1
5/11/2021	Atchison	Not Hispanic or Latino	1
5/10/2021	Atchison	Not Hispanic or Latino	37
5/9/2021	Atchison	Not Hispanic or Latino	1
5/7/2021	Atchison	Not Hispanic or Latino	4
5/6/2021	Atchison	Not Hispanic or Latino	4
5/5/2021	Atchison	Not Hispanic or Latino	3
5/4/2021	Atchison	Not Hispanic or Latino	1
5/3/2021	Atchison	Not Hispanic or Latino	11
5/1/2021	Atchison	Not Hispanic or Latino	8
4/30/2021	Atchison	Not Hispanic or Latino	1
4/29/2021	Atchison	Not Hispanic or Latino	7
4/28/2021	Atchison	Not Hispanic or Latino	1
4/27/2021	Atchison	Not Hispanic or Latino	1
4/26/2021	Atchison	Not Hispanic or Latino	27
4/23/2021	Atchison	Not Hispanic or Latino	8
4/22/2021	Atchison	Not Hispanic or Latino	5
4/21/2021	Atchison	Not Hispanic or Latino	12
4/20/2021	Atchison	Not Hispanic or Latino	12
4/19/2021	Atchison	Not Hispanic or Latino	20
4/17/2021	Atchison	Not Hispanic or Latino	7
4/16/2021	Atchison	Not Hispanic or Latino	18
4/15/2021	Atchison	Not Hispanic or Latino	17
4/14/2021	Atchison	Not Hispanic or Latino	19
4/13/2021	Atchison	Not Hispanic or Latino	18
4/12/2021	Atchison	Not Hispanic or Latino	14
4/9/2021	Atchison	Not Hispanic or Latino	7
4/8/2021	Atchison	Not Hispanic or Latino	31
4/7/2021	Atchison	Not Hispanic or Latino	17
4/6/2021	Atchison	Not Hispanic or Latino	6
4/5/2021	Atchison	Not Hispanic or Latino	31
4/3/2021	Atchison	Not Hispanic or Latino	4
4/2/2021	Atchison	Not Hispanic or Latino	1
4/1/2021	Atchison	Not Hispanic or Latino	27
3/31/2021	Atchison	Not Hispanic or Latino	5
3/30/2021	Atchison	Not Hispanic or Latino	11
3/29/2021	Atchison	Not Hispanic or Latino	30
3/27/2021	Atchison	Not Hispanic or Latino	3
3/26/2021	Atchison	Not Hispanic or Latino	6
3/25/2021	Atchison	Not Hispanic or Latino	29
3/24/2021	Atchison	Not Hispanic or Latino	6
3/23/2021	Atchison	Not Hispanic or Latino	9
3/22/2021	Atchison	Not Hispanic or Latino	12
3/21/2021	Atchison	Not Hispanic or Latino	1
3/19/2021	Atchison	Not Hispanic or Latino	11
3/18/2021	Atchison	Not Hispanic or Latino	101
3/17/2021	Atchison	Not Hispanic or Latino	3
3/15/2021	Atchison	Not Hispanic or Latino	24
3/13/2021	Atchison	Not Hispanic or Latino	1
3/12/2021	Atchison	Not Hispanic or Latino	1
3/11/2021	Atchison	Not Hispanic or Latino	132
3/9/2021	Atchison	Not Hispanic or Latino	2
3/8/2021	Atchison	Not Hispanic or Latino	47
3/6/2021	Atchison	Not Hispanic or Latino	5
3/5/2021	Atchison	Not Hispanic or Latino	2
3/4/2021	Atchison	Not Hispanic or Latino	130
3/3/2021	Atchison	Not Hispanic or Latino	53
3/2/2021	Atchison	Not Hispanic or Latino	5
2/26/2021	Atchison	Not Hispanic or Latino	5
2/25/2021	Atchison	Not Hispanic or Latino	207
2/24/2021	Atchison	Not Hispanic or Latino	1
2/22/2021	Atchison	Not Hispanic or Latino	100
2/19/2021	Atchison	Not Hispanic or Latino	1
2/17/2021	Atchison	Not Hispanic or Latino	5
2/16/2021	Atchison	Not Hispanic or Latino	5
2/11/2021	Atchison	Not Hispanic or Latino	1
2/10/2021	Atchison	Not Hispanic or Latino	2
2/9/2021	Atchison	Not Hispanic or Latino	1
2/8/2021	Atchison	Not Hispanic or Latino	35
2/4/2021	Atchison	Not Hispanic or Latino	8
2/3/2021	Atchison	Not Hispanic or Latino	1
1/29/2021	Atchison	Not Hispanic or Latino	23
1/28/2021	Atchison	Not Hispanic or Latino	44
1/27/2021	Atchison	Not Hispanic or Latino	1
1/26/2021	Atchison	Not Hispanic or Latino	1
1/21/2021	Atchison	Not Hispanic or Latino	1
1/20/2021	Atchison	Not Hispanic or Latino	23
1/14/2021	Atchison	Not Hispanic or Latino	1
1/12/2021	Atchison	Not Hispanic or Latino	2
1/6/2021	Atchison	Not Hispanic or Latino	1
6/29/2021	Atchison	Hispanic or Latino	3
6/24/2021	Atchison	Hispanic or Latino	1
6/22/2021	Atchison	Hispanic or Latino	1
5/27/2021	Atchison	Hispanic or Latino	1
5/19/2021	Atchison	Hispanic or Latino	1
5/13/2021	Atchison	Hispanic or Latino	1
5/12/2021	Atchison	Hispanic or Latino	1
5/10/2021	Atchison	Hispanic or Latino	3
4/20/2021	Atchison	Hispanic or Latino	1
4/16/2021	Atchison	Hispanic or Latino	1
4/14/2021	Atchison	Hispanic or Latino	1
4/6/2021	Atchison	Hispanic or Latino	2
4/1/2021	Atchison	Hispanic or Latino	3
3/19/2021	Atchison	Hispanic or Latino	1
3/18/2021	Atchison	Hispanic or Latino	4
3/11/2021	Atchison	Hispanic or Latino	5
3/6/2021	Atchison	Hispanic or Latino	2
3/4/2021	Atchison	Hispanic or Latino	2
3/3/2021	Atchison	Hispanic or Latino	1
2/17/2021	Atchison	Hispanic or Latino	1
2/5/2021	Atchison	Hispanic or Latino	1
1/29/2021	Atchison	Hispanic or Latino	3
7/26/2021	Audrain	Unknown	5
7/23/2021	Audrain	Unknown	3
7/20/2021	Audrain	Unknown	1
7/19/2021	Audrain	Unknown	4
7/18/2021	Audrain	Unknown	1
7/13/2021	Audrain	Unknown	3
7/8/2021	Audrain	Unknown	1
7/7/2021	Audrain	Unknown	11
7/5/2021	Audrain	Unknown	2
7/1/2021	Audrain	Unknown	1
6/30/2021	Audrain	Unknown	4
6/26/2021	Audrain	Unknown	2
6/25/2021	Audrain	Unknown	1
6/24/2021	Audrain	Unknown	6
6/23/2021	Audrain	Unknown	5
6/21/2021	Audrain	Unknown	4
6/18/2021	Audrain	Unknown	2
6/17/2021	Audrain	Unknown	1
6/16/2021	Audrain	Unknown	5
6/15/2021	Audrain	Unknown	1
6/14/2021	Audrain	Unknown	4
6/12/2021	Audrain	Unknown	1
6/11/2021	Audrain	Unknown	1
6/10/2021	Audrain	Unknown	1
6/9/2021	Audrain	Unknown	1
6/8/2021	Audrain	Unknown	1
6/7/2021	Audrain	Unknown	1
6/5/2021	Audrain	Unknown	2
6/3/2021	Audrain	Unknown	3
6/2/2021	Audrain	Unknown	7
6/1/2021	Audrain	Unknown	1
5/29/2021	Audrain	Unknown	1
5/28/2021	Audrain	Unknown	6
5/27/2021	Audrain	Unknown	8
5/26/2021	Audrain	Unknown	9
5/25/2021	Audrain	Unknown	1
5/24/2021	Audrain	Unknown	2
5/21/2021	Audrain	Unknown	13
5/20/2021	Audrain	Unknown	12
5/19/2021	Audrain	Unknown	11
5/18/2021	Audrain	Unknown	5
5/17/2021	Audrain	Unknown	12
5/15/2021	Audrain	Unknown	1
5/14/2021	Audrain	Unknown	10
5/13/2021	Audrain	Unknown	11
5/12/2021	Audrain	Unknown	8
5/11/2021	Audrain	Unknown	6
5/10/2021	Audrain	Unknown	9
5/9/2021	Audrain	Unknown	3
5/7/2021	Audrain	Unknown	6
5/6/2021	Audrain	Unknown	12
5/5/2021	Audrain	Unknown	16
5/4/2021	Audrain	Unknown	4
5/3/2021	Audrain	Unknown	10
5/2/2021	Audrain	Unknown	3
5/1/2021	Audrain	Unknown	1
4/30/2021	Audrain	Unknown	15
4/29/2021	Audrain	Unknown	12
4/28/2021	Audrain	Unknown	22
4/27/2021	Audrain	Unknown	18
4/26/2021	Audrain	Unknown	10
4/25/2021	Audrain	Unknown	1
4/24/2021	Audrain	Unknown	2
4/23/2021	Audrain	Unknown	14
4/22/2021	Audrain	Unknown	8
4/21/2021	Audrain	Unknown	11
4/20/2021	Audrain	Unknown	14
4/19/2021	Audrain	Unknown	11
4/17/2021	Audrain	Unknown	1
4/16/2021	Audrain	Unknown	16
4/15/2021	Audrain	Unknown	13
4/14/2021	Audrain	Unknown	9
4/13/2021	Audrain	Unknown	16
4/12/2021	Audrain	Unknown	43
4/10/2021	Audrain	Unknown	3
4/9/2021	Audrain	Unknown	14
4/8/2021	Audrain	Unknown	13
4/7/2021	Audrain	Unknown	18
4/6/2021	Audrain	Unknown	29
4/5/2021	Audrain	Unknown	10
4/3/2021	Audrain	Unknown	1
4/2/2021	Audrain	Unknown	3
4/1/2021	Audrain	Unknown	14
3/31/2021	Audrain	Unknown	25
3/30/2021	Audrain	Unknown	15
3/29/2021	Audrain	Unknown	1
3/27/2021	Audrain	Unknown	1
3/26/2021	Audrain	Unknown	1
3/25/2021	Audrain	Unknown	12
3/24/2021	Audrain	Unknown	13
3/23/2021	Audrain	Unknown	16
3/22/2021	Audrain	Unknown	15
3/19/2021	Audrain	Unknown	5
3/18/2021	Audrain	Unknown	15
3/17/2021	Audrain	Unknown	13
3/16/2021	Audrain	Unknown	8
3/15/2021	Audrain	Unknown	6
3/13/2021	Audrain	Unknown	2
3/12/2021	Audrain	Unknown	10
3/11/2021	Audrain	Unknown	14
3/10/2021	Audrain	Unknown	17
3/9/2021	Audrain	Unknown	14
3/8/2021	Audrain	Unknown	12
3/7/2021	Audrain	Unknown	1
3/6/2021	Audrain	Unknown	2
3/5/2021	Audrain	Unknown	10
3/4/2021	Audrain	Unknown	45
3/3/2021	Audrain	Unknown	12
3/2/2021	Audrain	Unknown	47
3/1/2021	Audrain	Unknown	2
2/26/2021	Audrain	Unknown	5
2/25/2021	Audrain	Unknown	152
2/24/2021	Audrain	Unknown	7
2/23/2021	Audrain	Unknown	4
2/22/2021	Audrain	Unknown	3
2/21/2021	Audrain	Unknown	4
2/20/2021	Audrain	Unknown	4
2/19/2021	Audrain	Unknown	13
2/18/2021	Audrain	Unknown	13
2/17/2021	Audrain	Unknown	33
2/16/2021	Audrain	Unknown	9
2/15/2021	Audrain	Unknown	26
2/13/2021	Audrain	Unknown	11
2/12/2021	Audrain	Unknown	11
2/11/2021	Audrain	Unknown	10
2/10/2021	Audrain	Unknown	3
2/9/2021	Audrain	Unknown	7
2/8/2021	Audrain	Unknown	4
2/6/2021	Audrain	Unknown	1
2/5/2021	Audrain	Unknown	3
2/4/2021	Audrain	Unknown	9
2/3/2021	Audrain	Unknown	6
2/2/2021	Audrain	Unknown	8
2/1/2021	Audrain	Unknown	9
1/31/2021	Audrain	Unknown	2
1/30/2021	Audrain	Unknown	3
1/29/2021	Audrain	Unknown	1
1/28/2021	Audrain	Unknown	3
1/27/2021	Audrain	Unknown	13
1/26/2021	Audrain	Unknown	3
1/20/2021	Audrain	Unknown	1
1/19/2021	Audrain	Unknown	7
1/18/2021	Audrain	Unknown	4
1/12/2021	Audrain	Unknown	3
1/11/2021	Audrain	Unknown	5
1/10/2021	Audrain	Unknown	1
1/8/2021	Audrain	Unknown	5
1/7/2021	Audrain	Unknown	1
1/6/2021	Audrain	Unknown	2
1/5/2021	Audrain	Unknown	3
1/3/2021	Audrain	Unknown	2
1/2/2021	Audrain	Unknown	2
7/26/2021	Audrain	Not Hispanic or Latino	4
7/25/2021	Audrain	Not Hispanic or Latino	1
7/24/2021	Audrain	Not Hispanic or Latino	1
7/23/2021	Audrain	Not Hispanic or Latino	7
7/22/2021	Audrain	Not Hispanic or Latino	5
7/21/2021	Audrain	Not Hispanic or Latino	8
7/20/2021	Audrain	Not Hispanic or Latino	6
7/19/2021	Audrain	Not Hispanic or Latino	9
7/18/2021	Audrain	Not Hispanic or Latino	1
7/17/2021	Audrain	Not Hispanic or Latino	4
7/16/2021	Audrain	Not Hispanic or Latino	4
7/15/2021	Audrain	Not Hispanic or Latino	16
7/14/2021	Audrain	Not Hispanic or Latino	3
7/13/2021	Audrain	Not Hispanic or Latino	7
7/12/2021	Audrain	Not Hispanic or Latino	5
7/11/2021	Audrain	Not Hispanic or Latino	1
7/10/2021	Audrain	Not Hispanic or Latino	1
7/9/2021	Audrain	Not Hispanic or Latino	8
7/8/2021	Audrain	Not Hispanic or Latino	6
7/7/2021	Audrain	Not Hispanic or Latino	17
7/6/2021	Audrain	Not Hispanic or Latino	10
7/5/2021	Audrain	Not Hispanic or Latino	3
7/4/2021	Audrain	Not Hispanic or Latino	1
7/3/2021	Audrain	Not Hispanic or Latino	5
7/2/2021	Audrain	Not Hispanic or Latino	5
7/1/2021	Audrain	Not Hispanic or Latino	5
6/30/2021	Audrain	Not Hispanic or Latino	12
6/29/2021	Audrain	Not Hispanic or Latino	13
6/28/2021	Audrain	Not Hispanic or Latino	15
6/27/2021	Audrain	Not Hispanic or Latino	2
6/26/2021	Audrain	Not Hispanic or Latino	5
6/25/2021	Audrain	Not Hispanic or Latino	15
6/24/2021	Audrain	Not Hispanic or Latino	10
6/23/2021	Audrain	Not Hispanic or Latino	21
6/22/2021	Audrain	Not Hispanic or Latino	14
6/21/2021	Audrain	Not Hispanic or Latino	14
6/20/2021	Audrain	Not Hispanic or Latino	4
6/18/2021	Audrain	Not Hispanic or Latino	20
6/17/2021	Audrain	Not Hispanic or Latino	12
6/16/2021	Audrain	Not Hispanic or Latino	16
6/15/2021	Audrain	Not Hispanic or Latino	18
6/14/2021	Audrain	Not Hispanic or Latino	18
6/13/2021	Audrain	Not Hispanic or Latino	6
6/12/2021	Audrain	Not Hispanic or Latino	16
6/11/2021	Audrain	Not Hispanic or Latino	26
6/10/2021	Audrain	Not Hispanic or Latino	21
6/9/2021	Audrain	Not Hispanic or Latino	20
6/8/2021	Audrain	Not Hispanic or Latino	18
6/7/2021	Audrain	Not Hispanic or Latino	28
6/6/2021	Audrain	Not Hispanic or Latino	3
6/5/2021	Audrain	Not Hispanic or Latino	6
6/4/2021	Audrain	Not Hispanic or Latino	23
6/3/2021	Audrain	Not Hispanic or Latino	14
6/2/2021	Audrain	Not Hispanic or Latino	14
6/1/2021	Audrain	Not Hispanic or Latino	15
5/30/2021	Audrain	Not Hispanic or Latino	1
5/29/2021	Audrain	Not Hispanic or Latino	5
5/28/2021	Audrain	Not Hispanic or Latino	28
5/27/2021	Audrain	Not Hispanic or Latino	18
5/26/2021	Audrain	Not Hispanic or Latino	20
5/25/2021	Audrain	Not Hispanic or Latino	17
5/24/2021	Audrain	Not Hispanic or Latino	15
5/23/2021	Audrain	Not Hispanic or Latino	3
5/22/2021	Audrain	Not Hispanic or Latino	10
5/21/2021	Audrain	Not Hispanic or Latino	29
5/20/2021	Audrain	Not Hispanic or Latino	29
5/19/2021	Audrain	Not Hispanic or Latino	22
5/18/2021	Audrain	Not Hispanic or Latino	26
5/17/2021	Audrain	Not Hispanic or Latino	20
5/16/2021	Audrain	Not Hispanic or Latino	2
5/15/2021	Audrain	Not Hispanic or Latino	8
5/14/2021	Audrain	Not Hispanic or Latino	52
5/13/2021	Audrain	Not Hispanic or Latino	47
5/12/2021	Audrain	Not Hispanic or Latino	14
5/11/2021	Audrain	Not Hispanic or Latino	34
5/10/2021	Audrain	Not Hispanic or Latino	28
5/9/2021	Audrain	Not Hispanic or Latino	1
5/8/2021	Audrain	Not Hispanic or Latino	18
5/7/2021	Audrain	Not Hispanic or Latino	32
5/6/2021	Audrain	Not Hispanic or Latino	98
5/5/2021	Audrain	Not Hispanic or Latino	33
5/4/2021	Audrain	Not Hispanic or Latino	46
